景点中文名称,景点英文名称,攻略数量,点评数量,景点地点,景点排名,驴友数量,景点简介
四时桥,,3,1,成都,358,0%,冬日的雪景，白雪皑皑，银装素裹。
寻麓书馆(麓山馆),,3,1,成都,843,0%,秋风的午后，微风送爽，落叶飘飘。
宝光寺,Baoguang Monastery,2,217,成都,93,0%,成都著名寺院，有“镇寺三宝”舍利、贝叶经和铜优昙花。
气香亭,,2,15,成都,422,0%,秋天的果实，硕果累累，丰收的喜悦。
丰碑村综合文化活动室,,2,15,彭州,595,0%,夜晚的海滩，海浪拍打，潮声阵阵。
环卫工人休息室,,2,15,成都,995,0%,平静的湖面上，偶尔掠过的水鸟，留下涟漪。
田园拾趣,,2,15,成都,796,0%,星光点点，夜空深邃，宁静而深远。
许愿树,,2,14,成都,313,0%,滨海的旅游小镇，悠闲的生活，海的味道。
贸易展示区,,2,14,成都,520,0%,林间小路，光影斑驳，仿佛通往未知的世界。
花语界,,2,14,成都,546,0%,冬日的雪景，白雪皑皑，银装素裹。
BMW摩托车骑行公园,,2,13,邛崃,565,0%,春天的花丛，花香袭人，色彩斑斓。
老年活动室,,2,13,成都,766,0%,雾中的山路，曲折蜿蜒，充满未知。
环卫工人休息室,,2,13,崇州,708,0%,山顶的日出，阳光洒满大地，希望的光芒。
冲鸭阅读,,2,13,成都,812,0%,峡谷之中，回声悠长，仿佛在诉说着古老的传说。
兽面纹镂空屏风雕塑,,2,13,成都,479,0%,峭壁上的攀岩者，挑战自我，勇气可嘉。
孔明楼,,2,13,成都,947,0%,雨中的城市，街道映着灯光，梦幻般的美。
古月禹,,2,13,成都,539,0%,海滨城市的夜景，灯火辉煌，如梦如幻。
多景台,,2,13,成都,918,0%,雪中的松树，枝头挂满雪花，银白世界。
疯狂F1,,2,13,成都,580,0%,古木参天，枝繁叶茂，为这片土地披上了绿装。
四川白水河国家级自然保护区,Sichuan Baishuihe Natural Reserve,2,12,彭州,7,0%,青山绿水，碧波荡漾，如画一般。
秦汉驿道遗址,,2,12,成都,382,0%,秦汉驿道，又称南方丝绸之路，在四川成都邛崃市平乐镇骑龙山城隍岗，有一段长约两公里的秦汉驿道遗址。
儿童乐园,,2,12,成都,896,0%,春日花开，百花齐放，香气扑鼻。
彭家大院,,2,12,成都,984,0%,滨海的摩天轮，高高在上，俯瞰海景。
成都鑫河古建,,2,12,成都,493,0%,山间的云雾，缥缈间，仿佛仙境。
洪水雕塑,,2,12,大邑,376,0%,雨后的林间，空气清新，山色更翠。
糖小记kids,,2,12,都江堰,561,0%,海滨的日出，海平面上升起的太阳，光彩夺目。
成都海洋大世界,,2,11,都江堰,469,0%,山间的小溪，潺潺流水，清澈见底。
紫霞山-天然氧吧,,2,11,成都,889,0%,夜晚的露台，望着繁星，思绪万千。
荷香榭,,2,11,成都,313,0%,夕阳西下，晚霞如火如荼地燃烧。
共品堂,,2,11,大邑,307,0%,绿色的田野上，风吹麦浪，波光粼粼。
红砂石花缸,,2,11,大邑,696,0%,秋天的田野，稻谷泛黄，金色的波浪。
洞子口拦漂闸,,2,11,成都,623,0%,夏日的草地，绿草茵茵，蝴蝶飞舞。
红色遗址碉堡,,2,11,都江堰,865,0%,朝霞满天，如同破晓的第一缕阳光。
近芳亭,,2,10,邛崃,934,0%,雨后的山谷，清新脱俗，空气湿润。
融呈房车露营烧烤营地,,2,9,都江堰,632,0%,秋风的午后，微风送爽，落叶飘飘。
正兴街道秦皇寺总支党员活动室,,2,9,成都,964,0%,夜晚的城市，高楼大厦，灯火通明。
王光祈塑像,,2,9,成都,611,0%,霜降时节，白霜覆盖一切，如同银色的世界。
松鼠林,,2,9,成都,863,0%,高山上的日落，晚霞如火，壮丽无比。
洛带华侨城中国艺库,,2,9,成都,356,0%,潮湿的雨林中，瀑布轰鸣，水汽弥漫。
燕岩亭,,2,9,都江堰,595,0%,沙滩上的日落，大海和夕阳同辉，景色迷人。
翠堤,,2,9,成都,639,0%,沙滩上的晚霞，晚霞映红了整个天空，美轮美奂。
青白江区英烈纪念园,,2,9,成都,602,0%,农田的秋天，丰收的季节，金黄色的田野。
书院街街道社区养老服务综合体(同堂馆),,2,8,成都,625,0%,夜晚的城市公园，灯光与夜色交织，美轮美奂。
青城阁,,2,8,都江堰,694,0%,秋日的林间小路，落叶铺满，黄金大道。
望帝丛帝纪念馆,,2,8,成都,556,0%,繁花似锦的春天，生机勃勃，如诗如画。
萌宠总动员,,2,8,成都,470,0%,夜晚的星空，绚烂夺目，无限遐想。
元宝厅,,2,8,成都,686,0%,沙滩上的晚霞，晚霞映红了整个天空，美轮美奂。
战旗党建馆,,2,7,成都,841,0%,山顶的日出，阳光洒满大地，希望的光芒。
范家松山,,2,7,成都,673,0%,夜晚的城市公园，灯光与夜色交织，美轮美奂。
竹风桥,,2,7,成都,935,0%,沙漠的日落，天边一抹残阳，如火如血。
海桐街社区公园,,2,7,成都,488,0%,夜晚的公园，灯光与影子交错，宁静而神秘。
笔架山,,2,7,都江堰,933,0%,晨曦的山峦，阳光洒满山间，光影交错。
老年中心,,2,7,成都,350,0%,湖面的夜色，月光倒映，静谧优美。
祠堂胜景,,2,6,成都,320,0%,寒冷的冬日，暖阳透过云层，温暖如春。
金库,,2,6,大邑,724,0%,雨中的城市，清新而湿润，洗净尘埃。
约翰S谢伟思雕塑,,2,6,大邑,438,0%,高山的夜晚，繁星点点，宁静致远。
环球星科激光科技,,2,6,成都,333,0%,林间小径，鲜花簇拥，步入其中如入花海。
青宸马术运动中心,,2,6,崇州,867,0%,公园的早晨，晨练的人们，生活的节奏。
谭灵寺,,2,6,都江堰,538,0%,湖光山色，风景如画，美不胜收。
水木北部农业公园,,2,6,崇州,513,0%,夜晚的星空，闪烁的星星，璀璨如梦。
日影湖,,2,5,成都,668,0%,寒冬腊月，白雪皑皑，覆盖了大地。
自然王国,,2,5,成都,535,0%,河畔的垂柳，轻拂水面，添了几分柔情。
双河口,Shuanghekou,2,5,金堂,497,0%,夕阳西下，晚霞如火如荼地燃烧。
成都市青白江区工人文化宫,,2,5,成都,560,0%,夏日的河边，垂柳依依，清凉宜人。
幸福松鼠,,2,5,崇州,964,0%,森林里的小径，幽静而神秘，探险者的天堂。
天空步道,,2,5,成都,834,0%,夏夜的荷塘，荷叶田田，荷花盛开。
天安门酱酒品鉴中心(嘉煜金融科技中心店),,2,5,成都,538,0%,山间的早晨，清新的空气，鸟语花香。
汽车文化老爷车博览馆,,2,5,成都,777,0%,夏日的湖边，嬉戏的儿童，欢乐的声音。
成都kcar浪迪露营基地,,2,5,成都,645,0%,雨后的彩虹桥，连接着两岸，象征着希望。
山居半筑露营地,,2,4,彭州,840,0%,夏夜的星空，繁星点点，如梦如幻。
山宇间图书馆,,2,4,成都,822,0%,夜晚的星空，满天星斗，宁静深远。
创意办公园,,2,4,成都,952,0%,河流的傍晚，晚霞映照，水天一色。
尚弘,,2,4,成都,874,0%,秋天的森林，五彩缤纷，美不胜收。
沙河公园科技秀苑景区,,2,4,成都,548,0%,晴朗的天空下，白云朵朵，如棉花糖。
汉代银杏林,,2,4,成都,329,0%,冬季的河流，冰封河面，静谧无声。
彤云轩房车营地,,2,4,成都,871,0%,雪地里的足迹，记录着旅人的脚步，探索的痕迹。
梦骑士星空营地·DK露营(高新店),,2,4,成都,852,0%,沙滩上的脚印，记录着旅人的足迹，故事连连。
刘宗贤住房,,2,3,大邑,476,0%,山顶的日出，阳光洒满大地，希望的光芒。
乡里乡亲水上乐园,,2,3,成都,716,0%,夜晚的星空，闪烁的星星，璀璨如梦。
曼荼罗亭,,2,3,成都,800,0%,雨后的林间，空气清新，山色更翠。
睿上图书馆,,2,2,成都,337,0%,河畔的春天，绿树成荫，鸟语花香。
四渡赤水雕塑,,2,2,邛崃,614,0%,高山流水，回荡着清脆的琴声，悠扬入耳。
尚橙儿童成长乐园,,2,2,成都,786,0%,潮湿的海滩，细软的沙粒，海浪的歌声。
北峰岚晓,,2,2,成都,849,0%,霜降时节，白霜覆盖一切，如同银色的世界。
香脂湖公园,,2,2,成都,389,0%,夏日的草地，绿意盎然，充满活力。
晴天通航洛带机场,,2,2,成都,697,0%,沙漠的日落，天边一抹残阳，如火如血。
武进文化宫,,2,2,成都,523,0%,雪中的松树，枝头挂满雪花，银白世界。
两静寺,,2,2,崇州,983,0%,春风拂面，花香四溢，满园春色。
逸夫图书馆,,2,2,成都,634,0%,晚风轻拂，湖面泛起层层波纹，如梦似幻。
周末愉快·听花露营营地-篝火区,,2,2,成都,571,0%,河岸的石头，经过水流的冲刷，光滑如镜。
十八里香草沟,Shibali Vanilla Valley,2,1,邛崃,11,0%,冬日的雪景，白雪皑皑，银装素裹。
健康知识进基层活动服务站,,2,1,成都,577,0%,湖边的清晨，水雾弥漫，如梦如幻。
沧浪湖,,2,1,成都,358,0%,夜晚的公园，灯光与影子交错，宁静而神秘。
学习强国主题公园,,2,1,崇州,777,0%,雪后的公园，银装素裹，纯净美丽。
仁善之心雕塑,,2,1,成都,302,0%,夏日的河边，垂柳依依，清凉宜人。
白河公园-B区,,2,1,成都,470,0%,湖面的晨雾，轻轻飘浮，如梦如幻。
赵公山,Zhaogong Mountain,1,74,都江堰,132,0%,传说中财神赵公明归隐处，也是户外爱好者的理想登山之地。
芦沟竹海,Lugou Bamboo Sea,1,71,邛崃,4,0%,消暑度假的好地方，适合全家出游。
明蜀王陵博物馆,Ming King Shu Tomb Museum,1,59,成都,363,0%,霜降时节，白霜覆盖一切，如同银色的世界。
亅pt中山广场,Zhong Mountain Square,1,23,成都,405,0%,山间的瀑布，水珠飞溅，清凉一夏。
麓湖,,1,15,都江堰,888,0%,星光灿烂，银河横跨夜空，闪烁着光芒。
成都动物园-经营部,,1,15,成都,586,0%,秋季的登山，攀登高峰，俯瞰世界。
禅堂,,1,15,成都,359,0%,秋天的田野，稻谷泛黄，金色的波浪。
四川华新现代职业学院图书馆,,1,15,成都,487,0%,海边的晨光，海浪轻拍，阳光金灿。
8090时光乐园,,1,14,成都,911,0%,古镇的河流，古朴的风情，悠久的历史。
厚幸-西隐基地,,1,14,成都,303,0%,冬季的枯藤老树，虽然萧索，却有一番风味。
清沁苑,,1,14,成都,692,0%,晨曦初露，万物复苏，鸟语花香。
杨光烈纪念馆,,1,14,成都,771,0%,秋季的公园，五彩斑斓的落叶，铺满小径。
萤火虫微博物馆,Firefly Micro Museum,1,14,邛崃,714,0%,夏日的河边，垂柳依依，清凉宜人。
樱花观赏区,,1,14,成都,703,0%,深林之中，古木参天，生态丰富。
云森不知处露营基地,,1,14,都江堰,400,0%,山谷中的秋色，层林尽染，色彩斑斓。
锦逸社区民俗文化活动广场,,1,13,成都,893,0%,海滨城市的夜景，灯火辉煌，如梦如幻。
荫鱼堂,,1,13,成都,589,0%,夏日的草地，绿意盎然，充满活力。
西蜀村,,1,12,成都,428,0%,雨中的城市，清新而湿润，洗净尘埃。
基督教福音堂,,1,12,成都,843,0%,秋高气爽的山间，风清气朗，心旷神怡。
嘻哈街,,1,12,成都,866,0%,农村的晨曦，炊烟袅袅，生活的味道。
化风山,,1,12,成都,346,0%,夜晚的星空，闪烁的星星，璀璨如梦。
成都市政协文史书画馆,,1,12,成都,710,0%,春天的果园，花开果绿，生机盎然。
卡奇乐新概念儿童乐园,,1,12,成都,741,0%,密林深处的小溪，静静流淌，清澈见底。
新文化宫,,1,12,成都,763,0%,春天的花丛，花香袭人，色彩斑斓。
晋原经济,,1,11,大邑,375,0%,农村的晨曦，炊烟袅袅，生活的味道。
成都市锦江区第三大街社区美术馆,,1,11,成都,820,0%,秋天的公园，银杏叶黄，铺满一地黄金。
彭州花园沟,,1,11,彭州,494,0%,秋日的湖边，湖面波光粼粼，风景如画。
观堂,,1,11,成都,850,0%,雪地里的足迹，记录着旅人的脚步，探索的痕迹。
咀山,,1,11,蒲江,876,0%,瀑布飞流直下，水雾飘渺，景色壮观。
游学壮歌,,1,10,成都,475,0%,森林里的小径，幽静而神秘，探险者的天堂。
陈多多南亭,,1,10,成都,951,0%,湖面上的划船，轻轻摇曳，平静的水面。
稼轩推松雕像,,1,10,成都,817,0%,山林中的小屋，宁静祥和，逃离都市的喧嚣。
大眼睛图书馆,,1,10,成都,986,0%,沙漠的黄昏，大地与天空同色，壮观迷人。
八步坎,,1,10,彭州,527,0%,沙滩上的日落，大海和夕阳同辉，景色迷人。
圣贤故里,,1,10,邛崃,904,0%,繁花似锦的春天，生机勃勃，如诗如画。
竹雨榭,,1,10,都江堰,338,0%,青山绿水，碧波荡漾，如画一般。
定觉寺,,1,9,邛崃,659,0%,湖面的夜色，月光倒映，静谧优美。
姜家祠堂,,1,9,成都,727,0%,湿地上的芦苇，随风摇曳，生态丰富。
筱园,,1,9,成都,846,0%,海岛上的椰影，摇曳生姿，风情万种。
大观镇图书馆,,1,9,都江堰,870,0%,沙滩上的脚印，记录着旅人的足迹，故事连连。
水上集市,,1,9,金堂,645,0%,山谷间的回声，如同古老的歌谣，回荡在空中。
迎辉路社区党群共建多功能室,,1,8,成都,976,0%,晨曦的山峦，阳光洒满山间，光影交错。
祗园精舍,,1,8,成都,639,0%,冬季的林道，雪花飘飘，寒风凛冽。
云中三百步,,1,8,都江堰,362,0%,晨曦的山峦，阳光洒满山间，光影交错。
红军标语石刻长廊,,1,7,邛崃,570,0%,雪后的松林，静谧祥和，银装素裹。
公堂,,1,7,成都,640,0%,春天的田野，绿草如茵，花开满野。
岩龙喷枪,,1,7,崇州,664,0%,湖面的清晨，水雾弥漫，如梦如幻。
野渡横舟,,1,7,成都,777,0%,雪后山村，银装素裹，一片宁静。
风水墩,,1,7,大邑,744,0%,公园的早晨，晨练的人们，生活的节奏。
成都市金牛区九里堤街道九里堤北路社区居民委员会-科普文化长廊,,1,7,成都,915,0%,古木参天，枝繁叶茂，为这片土地披上了绿装。
上元古道,,1,7,都江堰,920,0%,雨后的林间，空气清新，山色更翠。
望水台,,1,7,成都,706,0%,雨后的彩虹，桥接天地，彩色的希望。
318儿童乐园,,1,6,成都,366,0%,雨中的城市，街道湿润，清新的空气。
海底世界,,1,6,成都,736,0%,秋风萧瑟，金黄的叶片纷纷扬扬。
星星产房,,1,6,成都,888,0%,林间小径，鲜花簇拥，步入其中如入花海。
文殊殿,,1,6,大邑,898,0%,海边的晨光，海浪轻拍，阳光金灿。
农耕文化展示,,1,6,成都,343,0%,湖光山色，风景如画，美不胜收。
龙湖观萃,,1,5,成都,475,0%,高山的夜晚，繁星点点，宁静致远。
伟佳运动公园,,1,5,成都,945,0%,山林中的小屋，宁静祥和，逃离都市的喧嚣。
torasa(橡树林店),,1,5,成都,607,0%,海边的船只，迎着晨光启航，希望的旅程。
蜀郡园-听风廊,,1,5,成都,780,0%,河流旁的芦苇，随风摇曳，生态丰富。
西南街社区活动室,,1,5,成都,331,0%,湖面的夜色，月光倒映，静谧优美。
海洋水族馆,,1,4,成都,634,0%,冬季的北国，雪地里的宁静，白雪皑皑。
工友服务中心,,1,4,成都,358,0%,晨光中的湖畔，湖面波光粼粼，宁静致远。
虚静舍,,1,4,成都,910,0%,湖泊的早晨，轻雾缭绕，宁静致远。
成都病媒生物科普馆,,1,4,成都,905,0%,潮湿的海滩，细软的沙粒，海浪的歌声。
观音殿,,1,4,邛崃,325,0%,高山的夜晚，繁星点点，宁静致远。
农科村,,1,3,成都,258,0%,“农科村”位于四川省成都市郫县境内，是全国农业旅游示范点，是“农家乐”的发源地，被誉为“鲜花盛开的村庄，没有围墙的公园”。
犀湖(西南交大犀浦校区),,1,3,成都,901,0%,晴天的云朵，轻盈飘逸，变换无穷。
环卫工人休息室,,1,3,成都,809,0%,古镇的石桥，见证了千年的流转，依旧坚固。
金色幽谷,,1,3,成都,744,0%,公园的秋日，落叶纷飞，金黄一片。
慈海堂,,1,3,成都,528,0%,雪后的公园，银装素裹，纯净美丽。
仙女洞,,1,3,都江堰,776,0%,湖光山色，风景如画，美不胜收。
熊猫乐园,,1,3,成都,857,0%,夏夜的星空，繁星点点，如梦如幻。
东岳庙,,1,3,崇州,380,0%,草原上的野花开遍了每一个角落，如同大地的织锦。
友谊林,,1,2,成都,923,0%,山涧的溪水，清澈见底，泉声叮咚。
成都市新都区大丰基督教聚会点,,1,2,成都,652,0%,雪后的松林，静谧祥和，银装素裹。
毛泽东雕像,,1,2,成都,598,0%,炎热的夏日，清凉的湖水，泳者的天堂。
道·问道堂,,1,2,成都,635,0%,春天的花丛，花香袭人，色彩斑斓。
忠孝生福钟,,1,2,成都,580,0%,海边的帆船，随风而动，探索无限。
虹口花谷高山露营基地,,1,2,都江堰,449,0%,夜晚的星空，满天星斗，宁静深远。
天府极限运动公园,,1,2,成都,364,0%,海边的帆船，随风而动，探索无限。
清真寺,,1,1,成都,953,0%,冬季的林道，雪花飘飘，寒风凛冽。
蒲阳河,,1,1,都江堰,421,0%,霜降时节，白霜覆盖一切，如同银色的世界。
喜见·see营地,,1,1,大邑,473,0%,夜晚的海滩，海浪拍打，潮声阵阵。
大雄宝殿,,1,1,成都,304,0%,晨曦的山峦，阳光洒满山间，光影交错。
阳光草坪区,,1,1,成都,873,0%,夜幕下的城市，灯火辉煌，繁星似的街灯。
